"National
Dex","Pokemon
Name",HP,Attack,Defense,"Special
Attack","Special
Defense",Speed,Total,Ability I,Ability II,Hidden Ability,Weight (kg),Height (m),Pokedex Color,Egg Group I,Egg Group II,Type I,Type II
1017,Ogerpog (Teal Mask),80,120,84,60,96,110,550,Defiant,NULL,NULL,39.8,1.2,Green,Undiscovered,NULL,Grass,NULL
1017.1,Ogerpon (Wellspring Mask),80,120,84,60,96,110,550,Water Absorb,NULL,NULL,39.8,1.2,Blue,Undiscovered,NULL,Grass,Water
1017.2,Ogerpon (Hearthflame Mask),80,120,84,60,96,110,550,Mold Breaker,NULL,NULL,39.8,1.2,Red,Undiscovered,NULL,Grass,Fire
1017.3,Ogerpon (Cornerstone Mask),80,120,84,60,96,110,550,Sturdy,NULL,NULL,39.8,1.2,Black,Undiscovered,NULL,Grass,Rock
1018,Archaludon,90,105,130,125,65,85,600,Stamina,Sturdy,Stalwart,60,2,White,Mineral,Dragon,Steel,Dragon
1019,Hydrapple,106,80,110,120,80,44,540,Supersweet Syrup,Regenerator,Sticky Hold,93,1.8,Green,Grass,Dragon,Grass,Dragon
1020,Gouging Fire,105,115,121,65,93,91,590,Protosynthesis,NULL,NULL,590,3.5,Brown,Undiscovered,NULL,Fire,Dragon
1021,Raging Bolt,125,73,91,137,89,75,590,Protosynthesis,NULL,NULL,480,5.2,Yellow,Undiscovered,NULL,Electric,Dragon
1022,Iron Boulder,90,120,80,68,108,124,590,Quark Drive,NULL,NULL,162.5,1.5,Gray,Undiscovered,NULL,Rock,Psychic
1023,Iron Crown,90,72,100,122,108,98,590,Quark Drive,NULL,NULL,156,1.6,Blue,Undiscovered,NULL,Steel,Psychic
1024,Terapagos,90,65,85,65,85,60,450,Tera Shift,NULL,NULL,6.5,0.2,Blue,Undiscovered,NULL,Normal,NULL
1024.1,Terapagos (Terestal),95,95,110,105,110,85,600,Tera Shell,NULL,NULL,16,0.3,Blue,Undiscovered,NULL,Normal,NULL
1024.2,Terapagos (Stellar),160,105,110,130,110,85,700,Teraform Zero,NULL,NULL,77,1.7,Blue,Undiscovered,NULL,Normal,NULL
1025,Pecharunt,88,88,160,88,88,88,600,Poison Puppeteer,NULL,NULL,0.3,0.3,Purple,Undiscovered,NULL,Poison,Ghost
